DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240908074,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,0025,09,Van Nuys,0916,1,210,ROBBERY,1822 0334 0302 0327 0344 0369 0337,0,X,X,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,210,,,,WOODMAN,SHERMAN                      WY,34.2012,-118.4312
241708515,04/18/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1930,17,Devonshire,1729,2,888,TRESPASSING,0216 1300 0213 1202,84,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,17800    LAHEY                        ST,,34.2733,-118.522
240908241,04/20/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1500,09,Van Nuys,0955,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1501,47,X,O,104,DRIVEWAY,,,IC,Invest Cont,331,,,,5200    SYLMAR                       AV,,34.1649,-118.4465
240908106,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1015,09,Van Nuys,0933,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,VESPER,VICTORY,34.1867,-118.4509
240908129,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1030,09,Van Nuys,0979,1,310,BURGLARY,1414 0344 0352 1609 0321 1607 1202,65,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4400    VAN NOORD                    AV,,34.1504,-118.415
241708485,04/19/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1940,17,Devonshire,1749,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,10300    SOPHIA                       AV,,34.2584,-118.4875
240908161,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1615,09,Van Nuys,0963,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822 1213,33,M,W,752,FIRE STATION,511,VERBAL THREAT,IC,Invest Cont,930,,,,5100 N  SEPULVEDA                    BL,,34.163,-118.4661
241708425,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,0445,17,Devonshire,1709,1,210,ROBBERY,1822 1300 1310 0369 0344 0400 0438 1402,50,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,998,,,BLUCHER                      AV,ODYSSEY                      DR,34.2827,-118.4694
240608562,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1555,06,Hollywood,0677,2,354,THEFT OF IDENTITY,1501,29,F,U,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5100    MARATHON                     ST,,34.0849,-118.3091
240708222,04/18/2024 12:00:00 AM,04/17/2024 12:00:00 AM,0100,07,Wilshire,0774,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1822,34,F,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,331,,,,1600 S  SYCAMORE                     AV,,34.0453,-118.3491
240908167,04/19/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1600,09,Van Nuys,0946,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5900    MURIETTA                     AV,,34.1776,-118.4389
240908097,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,0800,09,Van Nuys,0919,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1803 1609,45,M,O,402,MARKET,,,IC,Invest Cont,740,,,,13600    VANOWEN                      ST,,34.1939,-118.4291
240708234,04/18/2024 12:00:00 AM,04/17/2024 12:00:00 AM,0707,07,Wilshire,0776,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,4600    LOMITA                       ST,,34.0458,-118.3374
240908140,04/18/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1900,09,Van Nuys,0916,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6900    WOODMAN                      AV,,34.1976,-118.4356
240908122,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1211,09,Van Nuys,0909,1,210,ROBBERY,0344 0945 1414 0431 1822,0,X,X,402,MARKET,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,7200    WOODMAN                      AV,,34.2012,-118.4312
240608715,04/24/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1830,06,Hollywood,0645,1,352,PICKPOCKET,1822 0344,20,F,H,711,"ARCADE,GAME ROOM/VIDEO GAMES (EXAMPLE CHUCKIE CHEESE)*",,,IC,Invest Cont,352,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
240708199,04/18/2024 12:00:00 AM,04/17/2024 12:00:00 AM,2100,07,Wilshire,0759,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1100 S  BRONSON                      AV,,34.0495,-118.3215
241708435,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,0845,17,Devonshire,1772,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0408 1802,41,M,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,9200    OAKDALE                      AV,,34.2383,-118.5669
240608566,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,0715,06,Hollywood,0628,1,330,BURGLARY FROM VEHICLE,1501,27,F,H,101,STREET,,,IC,Invest Cont,330,,,,1900 N  BRONSON                      AV,,34.1053,-118.318
241708459,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1234,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0378 0325,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
241708440,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1125,17,Devonshire,1743,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18300    HIAWATHA                     ST,,34.2591,-118.5317
240608560,04/18/2024 12:00:00 AM,04/17/2024 12:00:00 AM,2045,06,Hollywood,0643,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,FORMOSA                      ST,SUNSET                       BL,34.098,-118.3468
241708755,04/25/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1100,17,Devonshire,1729,1,330,BURGLARY FROM VEHICLE,0935 0344,53,M,H,101,STREET,,,IC,Invest Cont,330,,,,RINALDI                      ST,BALBOA                       BL,34.2793,-118.5021
240708183,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,0308,07,Wilshire,0774,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822 1300,28,F,H,101,STREET,,,IC,Invest Cont,331,,,,1700 S  SYCAMORE                     AV,,34.0442,-118.3495
