"county_name","year","state","party","candidate","candidatevotes","party_percentage"
"MASON",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",10207,59.1572968586994
"MECOSTA",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",13267,63.0291225236353
"MENOMINEE",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",8117,64.3848655508844
"MIDLAND",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",27675,56.3783409387223
"MISSAUKEE",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",6648,75.9337521416333
"MONROE",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",52710,60.4833157387433
"MONTCALM",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",21815,67.9595015576324
"MONTMORENCY",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",4171,71.189622802526
"MUSKEGON",2020,"MICHIGAN","DEMOCRAT","JOSEPH R BIDEN JR",45643,49.3736748734369
"NEWAYGO",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",18857,69.4267515923567
"OAKLAND",2020,"MICHIGAN","DEMOCRAT","JOSEPH R BIDEN JR",434148,56.357167057614
"OCEANA",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",8892,63.2342483288295
"OGEMAW",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",8253,69.3121693121693
"ONTONAGON",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",2358,61.98738170347
"OSCEOLA",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",8928,72.414632168059
"OSCODA",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",3466,71.1120229790726
"OTSEGO",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",9779,66.2668564071288
"OTTAWA",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",100913,59.8134109404729
"PRESQUE ISLE",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",5342,64.0220517737296
"ROSCOMMON",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",9670,64.3893993874018
"SAGINAW",2020,"MICHIGAN","DEMOCRAT","JOSEPH R BIDEN JR",51088,49.4325053943434
"ST. CLAIR",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",59185,64.286800486618
"ST. JOSEPH",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",18127,64.8876002290951
"SANILAC",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",16194,72.1464848970863
"SCHOOLCRAFT",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",3090,65.1211801896733
"SHIAWASSEE",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",23149,59.0174383030798
"TUSCOLA",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",20297,68.931906945152
"VAN BUREN",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",21591,55.2680079864844
"WASHTENAW",2020,"MICHIGAN","DEMOCRAT","JOSEPH R BIDEN JR",157136,72.607638920977
"WAYNE",2020,"MICHIGAN","DEMOCRAT","JOSEPH R BIDEN JR",597170,68.4459849003231
"WEXFORD",2020,"MICHIGAN","REPUBLICAN","DONALD J TRUMP",12102,66.2578702436354
"AITKIN",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",6258,62.4239401496259
"ANOKA",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",104902,49.6855048026827
"BECKER",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",12438,64.1100974176589
"BELTRAMI",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",12188,50.3865393360618
"BENTON",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",14382,64.6091644204852
"BIG STONE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",1863,62.6429051782112
"BLUE EARTH",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",18330,50.8446367645835
"BROWN",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",9552,65.2681926887598
"CARLTON",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",10098,49.5753350679955
"CARVER",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",34009,51.2484742544567
"CASS",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",11620,63.5354584723058
"CHIPPEWA",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",4250,64.286794736046
"CHISAGO",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",21916,63.3960080995082
"CLAY",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",16357,50.7366853810602
"CLEARWATER",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3372,71.6227697536109
"COOK",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",2496,65.580662112454
"COTTONWOOD",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",4165,68.200425740953
"CROW WING",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",25676,63.9135737933438
"DAKOTA",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",146155,55.7292600063296
"DODGE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",7783,63.8631328464758
"DOUGLAS",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",15799,65.379681357335
"FARIBAULT",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",5191,65.5926206722264
"FILLMORE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",7301,60.1350794827444
"FREEBORN",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",9578,56.9508859555238
"GOODHUE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",16052,56.0553149881268
"GRANT",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",2269,62.096332785988
"HENNEPIN",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",532623,70.4556668328992
"HOUSTON",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",6334,55.3671328671329
"HUBBARD",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",8202,63.262630158118
"ISANTI",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",16491,68.0462141530844
"ITASCA",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",15239,57.3735928617145
"JACKSON",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3948,67.8467090565389
"KANABEC",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",6278,67.9290196927072
"KANDIYOHI",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",14437,61.783712072581
"KITTSON",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",1546,58.582796513831
"KOOCHICHING",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",4131,59.6792834440913
"LAC QUI PARLE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",2528,62.5742574257426
"LAKE",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",3647,50.6387114690364
"LAKE OF THE WOODS",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",1704,70.7641196013289
"LE SUEUR",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",10775,64.0682601974075
"LINCOLN",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",2121,68.0898876404494
"LYON",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",7979,61.8862948886993
"MCLEOD",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",13986,66.8131658147423
"MAHNOMEN",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",1142,49.5659722222222
"MARSHALL",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3721,72.7752787013495
"MARTIN",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",7480,67.9444091198111
"MEEKER",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",9359,69.1773227880849
"MILLE LACS",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",9952,67.7513785826128
"MORRISON",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",14821,75.7797320789447
"MOWER",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",10025,51.8221762729387
"MURRAY",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3363,68.6887254901961
"NICOLLET",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",9622,50.3111111111111
"NOBLES",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",5600,64.2570281124498
"NORMAN",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",1953,56.7567567567568
"OLMSTED",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",49491,54.156590250041
"OTTER TAIL",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",23800,65.3864117146075
"PENNINGTON",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",4532,62.2784114332829
"PINE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",10256,64.095994000375
"PIPESTONE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3553,71.9230769230769
"POLK",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",9865,63.2615108375016
"POPE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",4417,62.9023070350328
"RAMSEY",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",211620,71.4987988931572
"RED LAKE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",1454,66.2112932604736
"REDWOOD",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",5771,69.6644133268952
"RENVILLE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",5467,67.2613188976378
"RICE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",17464,48.9379588634198
"ROCK",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3583,68.3778625954198
"ROSEAU",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",6065,72.0223251395321
"SAINT LOUIS",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",67704,56.6413733675783
"SCOTT",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",45872,52.1480134144262
"SHERBURNE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",36222,65.1334244407682
"SIBLEY",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",5864,69.380028395646
"STEARNS",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",50959,60.0683680084871
"STEELE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",12656,59.9015524422567
"STEVENS",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3044,59.8623402163225
"SWIFT",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3316,63.8551896784132
"TODD",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",9753,73.5686806969903
"TRAVERSE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",1172,62.8755364806867
"WABASHA",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",8153,62.1275622952069
"WADENA",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",5520,71.9030871434154
"WASECA",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",6624,63.7597458850707
"WASHINGTON",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",89165,53.46072212296
"WATONWAN",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3103,59.6616035377812
"WILKIN",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",2328,67.8717201166181
"WINONA",2020,"MINNESOTA","DEMOCRAT","JOSEPH R BIDEN JR",13333,49.0670886541788
"WRIGHT",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",51973,63.0541334045083
"YELLOW MEDICINE",2020,"MINNESOTA","REPUBLICAN","DONALD J TRUMP",3734,67.5470332850941
"ADAMS",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",7917,57.540518933062
"ALCORN",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",12818,81.1625403659849
"AMITE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",4503,62.5764313507504
"ATTALA",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",5178,58.6875212512751
"BENTON",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",2570,59.9207274422942
"BOLIVAR",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",8904,64.7846332945285
"CALHOUN",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",4625,70.1820940819423
"CARROLL",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",3924,68.8300298193299
"CHICKASAW",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",4175,51.2836260901609
"CHOCTAW",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",3001,71.0632251953588
"CLAIBORNE",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",3772,84.7830973252416
"CLARKE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",5417,64.9676181338451
"CLAY",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",5844,57.3559721268034
"COAHOMA",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",6020,70.8151982119751
"COPIAH",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",6470,50.2212217651168
"COVINGTON",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",5854,62.542735042735
"DESOTO",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",46462,61.0346277126793
"FORREST",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",17290,54.6218487394958
"FRANKLIN",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",2923,65.5234252409774
"GEORGE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",9713,87.9084080007241
"GREENE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",4794,82.4845147969718
"GRENADA",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",6081,55.7327467693154
"HANCOCK",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",16132,76.9766665076108
"HARRISON",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",46822,61.7965367965368
"HINDS",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",73550,73.5536776838842
"HOLMES",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",6588,81.1829944547135
"HUMPHREYS",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",3016,71.9980902363333
"ISSAQUENA",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",355,52.5147928994083
"ITAWAMBA",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",9438,87.2354191699787
"JACKSON",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",36295,66.5438278055846
"JASPER",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",4341,49.6909340659341
"JEFFERSON",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",3327,85.1330603889458
"JEFFERSON DAVIS",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",3599,57.9269274102688
"JONES",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",21226,70.5393639294141
"KEMPER",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",2887,61.0230395265272
"LAFAYETTE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",12949,55.2832685821628
"LAMAR",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",20704,72.683868702826
"LAUDERDALE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",17967,57.4999199923193
"LAWRENCE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",4285,64.7966127324966
"LEAKE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",5228,56.8260869565217
"LEE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",24207,65.5057639227147
"LEFLORE",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",7648,70.2102267511246
"LINCOLN",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",11596,69.0197012082614
"LOWNDES",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",13800,50.6589332256525
"MADISON",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",31091,55.3102540382836
"MARION",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",8273,67.9395581834606
"MARSHALL",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",8057,50.9388632484036
"MONROE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",11177,64.7604148560171
"MONTGOMERY",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",2917,57.4778325123153
"NESHOBA",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",8320,71.0928821669657
"NEWTON",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",6997,68.7125601492684
"NOXUBEE",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",4040,75.6696010488856
"OKTIBBEHA",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",10299,52.1283595687604
"PANOLA",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",8060,51.5773980930441
"PEARL RIVER",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",19595,81.5337244621978
"PERRY",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",4500,76.0649087221095
"PIKE",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",8646,49.8558413101142
"PONTOTOC",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",11550,80.4261541675371
"PRENTISS",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",8370,78.6358511837655
"QUITMAN",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",2150,66.6460012399256
"RANKIN",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",50895,72.033118675253
"SCOTT",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",6285,58.5577191838256
"SHARKEY",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",1465,67.1094823637196
"SIMPSON",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",7635,64.6212441811257
"SMITH",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",6458,77.5549417557344
"STONE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",5964,75.7044935262757
"SUNFLOWER",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",6781,70.0444168990807
"TALLAHATCHIE",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",3105,54.6174142480211
"TATE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",8707,66.5011838386924
"TIPPAH",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",8054,79.7267867748961
"TISHOMINGO",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",7933,86.8133070693806
"TUNICA",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",2580,72.4312184166199
"UNION",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",10373,81.786643538595
"WALTHALL",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",4220,59.2779884815283
"WARREN",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",10442,49.5986320239396
"WASHINGTON",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",12503,69.4302532207908
"WAYNE",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",6307,62.7187748607796
"WEBSTER",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",4291,79.5366079703429
"WILKINSON",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",2749,66.610128422583
"WINSTON",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",5112,55.3486357730619
"YALOBUSHA",2020,"MISSISSIPPI","REPUBLICAN","DONALD J TRUMP",3671,56.1744452945677
"YAZOO",2020,"MISSISSIPPI","DEMOCRAT","JOSEPH R BIDEN JR",5496,52.6638558834803
"ADAIR",2020,"MISSOURI","REPUBLICAN","DONALD J TRUMP",6413,62.0452786377709
"ANDREW",2020,"MISSOURI","REPUBLICAN","DONALD J TRUMP",7255,74.3949958982773
"ATCHISON",2020,"MISSOURI","REPUBLICAN","DONALD J TRUMP",2199,78.1449893390192
"AUDRAIN",2020,"MISSOURI","REPUBLICAN","DONALD J TRUMP",7732,72.5600600600601
"BARRY",2020,"MISSOURI","REPUBLICAN","DONALD J TRUMP",12425,79.6576484164636
"BARTON",2020,"MISSOURI","REPUBLICAN","DONALD J TRUMP",5168,85.0419614941583
"BATES",2020,"MISSOURI","REPUBLICAN","DONALD J TRUMP",6597,78.3864068441065
